Country,Date,Stock_Index,Index_Value,Daily_Change_Percent,Market_Cap_Trillion_USD,Bond_Yield_10Y_Percent,"('Country', '')","('Date', '')","('Stock_Index', '')","('Index_Value', '')","('Daily_Change_Percent', '')","('Market_Cap_Trillion_USD', '')","('Bond_Yield_10Y_Percent', '')"
,,,,,,,Germany,2024-01-30,^GDAXI,16972.33984375,0.18078992353838252,,
,,,,,,,Germany,2024-01-31,^GDAXI,16903.759765625,-0.40406967310553377,,
,,,,,,,Germany,2024-02-01,^GDAXI,16859.0390625,-0.2645606879479123,,
,,,,,,,Germany,2024-02-02,^GDAXI,16918.2109375,0.3509801168420035,,
,,,,,,,Germany,2024-02-05,^GDAXI,16904.060546875,-0.08363999407073885,,
,,,,,,,Germany,2024-02-06,^GDAXI,17033.240234375,0.7641932371324822,,
,,,,,,,Germany,2024-02-07,^GDAXI,16921.9609375,-0.6533066835423651,,
,,,,,,,Germany,2024-02-08,^GDAXI,16963.830078125,0.24742487457358742,,
,,,,,,,Germany,2024-02-09,^GDAXI,16926.5,-0.2200568972518635,,
,,,,,,,Germany,2024-02-12,^GDAXI,17037.349609375,0.6548879530617668,,
,,,,,,,Germany,2024-02-13,^GDAXI,16880.830078125,-0.918684741691711,,
,,,,,,,Germany,2024-02-14,^GDAXI,16945.48046875,0.3829811112711745,,
,,,,,,,Germany,2024-02-15,^GDAXI,17046.689453125,0.5972624061126197,,
,,,,,,,Germany,2024-02-16,^GDAXI,17117.439453125,0.415036598129781,,
,,,,,,,Germany,2024-02-19,^GDAXI,17092.259765625,-0.14709961480484646,,
,,,,,,,Germany,2024-02-20,^GDAXI,17068.4296875,-0.13942028995443945,,
,,,,,,,Germany,2024-02-21,^GDAXI,17118.119140625,0.2911190662219454,,
,,,,,,,Germany,2024-02-22,^GDAXI,17370.44921875,1.4740525875075017,,
,,,,,,,Germany,2024-02-23,^GDAXI,17419.330078125,0.28140239068910056,,
,,,,,,,Germany,2024-02-26,^GDAXI,17423.23046875,0.022391163193447028,,
,,,,,,,Germany,2024-02-27,^GDAXI,17556.490234375,0.7648395965605292,,
,,,,,,,Germany,2024-02-28,^GDAXI,17601.220703125,0.2547802445298508,,
,,,,,,,Germany,2024-02-29,^GDAXI,17678.189453125,0.4372921134176533,,
,,,,,,,Germany,2024-03-01,^GDAXI,17735.0703125,0.3217572677667313,,
,,,,,,,Germany,2024-03-04,^GDAXI,17716.169921875,-0.10657071154478448,,
,,,,,,,Germany,2024-03-05,^GDAXI,17698.400390625,-0.10030120126618414,,
,,,,,,,Germany,2024-03-06,^GDAXI,17716.7109375,0.10345876729458414,,
,,,,,,,Germany,2024-03-07,^GDAXI,17842.849609375,0.7119756726854387,,
,,,,,,,Germany,2024-03-08,^GDAXI,17814.509765625,-0.15883025621148406,,
,,,,,,,Germany,2024-03-11,^GDAXI,17746.26953125,-0.3830598499357962,,
,,,,,,,Germany,2024-03-12,^GDAXI,17965.109375,1.2331596979558768,,
,,,,,,,Germany,2024-03-13,^GDAXI,17961.380859375,-0.020754204982398328,,
,,,,,,,Germany,2024-03-14,^GDAXI,17942.0390625,-0.10768546709427618,,
,,,,,,,Germany,2024-03-15,^GDAXI,17936.650390625,-0.030033776296156667,,
,,,,,,,Germany,2024-03-18,^GDAXI,17932.6796875,-0.02213737257807935,,
,,,,,,,Germany,2024-03-19,^GDAXI,17987.490234375,0.30564616013972756,,
,,,,,,,Germany,2024-03-20,^GDAXI,18015.130859375,0.15366582352427383,,
,,,,,,,Germany,2024-03-21,^GDAXI,18179.25,0.9110072078082787,,
,,,,,,,Germany,2024-03-22,^GDAXI,18205.939453125,0.1468127294855348,,
,,,,,,,Germany,2024-03-25,^GDAXI,18261.310546875,0.30413752551778916,,
,,,,,,,Germany,2024-03-26,^GDAXI,18384.349609375,0.6737690714156086,,
,,,,,,,Germany,2024-03-27,^GDAXI,18477.08984375,0.5044520820454146,,
,,,,,,,Germany,2024-03-28,^GDAXI,18492.490234375,0.08334857250373862,,
,,,,,,,Germany,2024-04-02,^GDAXI,18283.130859375,-1.1321318672962155,,
,,,,,,,Germany,2024-04-03,^GDAXI,18367.720703125,0.4626660739925903,,
,,,,,,,Germany,2024-04-04,^GDAXI,18403.130859375,0.1927847054206122,,
,,,,,,,Germany,2024-04-05,^GDAXI,18175.0390625,-1.2394184371014472,,
,,,,,,,Germany,2024-04-08,^GDAXI,18318.970703125,0.7919192917828166,,
,,,,,,,Germany,2024-04-09,^GDAXI,18076.689453125,-1.3225702138312312,,
,,,,,,,Germany,2024-04-10,^GDAXI,18097.30078125,0.11402158663205153,,
,,,,,,,Germany,2024-04-11,^GDAXI,17954.48046875,-0.7891801889482353,,
,,,,,,,Germany,2024-04-12,^GDAXI,17930.3203125,-0.13456338261667034,,
,,,,,,,Germany,2024-04-15,^GDAXI,18026.580078125,0.5368546905316185,,
,,,,,,,Germany,2024-04-16,^GDAXI,17766.23046875,-1.4442540306962126,,
,,,,,,,Germany,2024-04-17,^GDAXI,17770.01953125,0.02132732943358473,,
,,,,,,,Germany,2024-04-18,^GDAXI,17837.400390625,0.37918280988102904,,
,,,,,,,Germany,2024-04-19,^GDAXI,17737.359375,-0.5608497507158083,,
,,,,,,,Germany,2024-04-22,^GDAXI,17860.80078125,0.6959401545642896,,
,,,,,,,Germany,2024-04-23,^GDAXI,18137.650390625,1.5500402964330195,,
,,,,,,,Germany,2024-04-24,^GDAXI,18088.69921875,-0.2698870626611116,,
,,,,,,,Germany,2024-04-25,^GDAXI,17917.279296875,-0.9476630674322473,,
,,,,,,,Germany,2024-04-26,^GDAXI,18161.009765625,1.3603095911582486,,
,,,,,,,Germany,2024-04-29,^GDAXI,18118.3203125,-0.23506101079138197,,
,,,,,,,Germany,2024-04-30,^GDAXI,17932.169921875,-1.0274152758883104,,
,,,,,,,Germany,2024-05-02,^GDAXI,17896.5,-0.19891581459691166,,
,,,,,,,Germany,2024-05-03,^GDAXI,18001.599609375,0.5872634837817525,,
,,,,,,,Germany,2024-05-06,^GDAXI,18175.2109375,0.9644216730305688,,
,,,,,,,Germany,2024-05-07,^GDAXI,18430.05078125,1.4021286719935855,,
,,,,,,,Germany,2024-05-08,^GDAXI,18498.380859375,0.3707536074426754,,
,,,,,,,Germany,2024-05-09,^GDAXI,18686.599609375,1.0174877003065408,,
,,,,,,,Germany,2024-05-10,^GDAXI,18772.849609375,0.46156070019678364,,
,,,,,,,Germany,2024-05-13,^GDAXI,18742.220703125,-0.1631553380937123,,
,,,,,,,Germany,2024-05-14,^GDAXI,18716.419921875,-0.13766128175888293,,
,,,,,,,Germany,2024-05-15,^GDAXI,18869.359375,0.8171405309529867,,
,,,,,,,Germany,2024-05-16,^GDAXI,18738.810546875,-0.6918561755623998,,
,,,,,,,Germany,2024-05-17,^GDAXI,18704.419921875,-0.18352618974385448,,
,,,,,,,Germany,2024-05-20,^GDAXI,18768.9609375,0.34505756337046556,,
,,,,,,,Germany,2024-05-21,^GDAXI,18726.759765625,-0.22484554161270598,,
,,,,,,,Germany,2024-05-22,^GDAXI,18680.19921875,-0.24863108972256187,,
,,,,,,,Germany,2024-05-23,^GDAXI,18691.3203125,0.059534128195148917,,
,,,,,,,Germany,2024-05-24,^GDAXI,18693.369140625,0.010961387910257692,,
,,,,,,,Germany,2024-05-27,^GDAXI,18774.7109375,0.4351371668910531,,
,,,,,,,Germany,2024-05-28,^GDAXI,18677.869140625,-0.5158097890155644,,
,,,,,,,Germany,2024-05-29,^GDAXI,18473.2890625,-1.0953073746513775,,
,,,,,,,Germany,2024-05-30,^GDAXI,18496.7890625,0.1272106982167287,,
,,,,,,,Germany,2024-05-31,^GDAXI,18497.939453125,0.006219407169072433,,
,,,,,,,Germany,2024-06-03,^GDAXI,18608.16015625,0.5958539512160632,,
,,,,,,,Germany,2024-06-04,^GDAXI,18405.640625,-1.0883372109304346,,
,,,,,,,Germany,2024-06-05,^GDAXI,18575.939453125,0.9252534676445157,,
,,,,,,,Germany,2024-06-06,^GDAXI,18652.669921875,0.41306373195080237,,
,,,,,,,Germany,2024-06-07,^GDAXI,18557.26953125,-0.5114570247829131,,
,,,,,,,Germany,2024-06-10,^GDAXI,18494.890625,-0.33614269677419983,,
,,,,,,,Germany,2024-06-11,^GDAXI,18369.939453125,-0.6755983282545119,,
,,,,,,,Germany,2024-06-12,^GDAXI,18630.859375,1.4203635376196733,,
,,,,,,,Germany,2024-06-13,^GDAXI,18265.6796875,-1.9600796729216885,,
,,,,,,,Germany,2024-06-14,^GDAXI,18002.01953125,-1.4434730092767079,,
,,,,,,,Germany,2024-06-17,^GDAXI,18068.2109375,0.3676887814453078,,
,,,,,,,Germany,2024-06-18,^GDAXI,18131.970703125,0.35288366870163124,,
,,,,,,,Germany,2024-06-19,^GDAXI,18067.91015625,-0.35330162354585415,,
,,,,,,,Germany,2024-06-20,^GDAXI,18254.1796875,1.0309412081372704,,
,,,,,,,Germany,2024-06-21,^GDAXI,18163.51953125,-0.4966542337264346,,
,,,,,,,Germany,2024-06-24,^GDAXI,18325.580078125,0.8922309720656108,,
,,,,,,,Germany,2024-06-25,^GDAXI,18177.619140625,-0.8074011129209469,,
,,,,,,,Germany,2024-06-26,^GDAXI,18155.240234375,-0.12311241685103447,,
,,,,,,,Germany,2024-06-27,^GDAXI,18210.55078125,0.3046533461467327,,
,,,,,,,Germany,2024-06-28,^GDAXI,18235.44921875,0.13672534015629623,,
,,,,,,,Germany,2024-07-01,^GDAXI,18290.66015625,0.30276708205922986,,
,,,,,,,Germany,2024-07-02,^GDAXI,18164.060546875,-0.6921544017192804,,
,,,,,,,Germany,2024-07-03,^GDAXI,18374.529296875,1.1587098020118036,,
,,,,,,,Germany,2024-07-04,^GDAXI,18450.48046875,0.41335029947089375,,
,,,,,,,Germany,2024-07-05,^GDAXI,18475.44921875,0.13532845414128136,,
,,,,,,,Germany,2024-07-08,^GDAXI,18472.05078125,-0.018394342999528135,,
,,,,,,,Germany,2024-07-09,^GDAXI,18236.189453125,-1.2768551305868514,,
,,,,,,,Germany,2024-07-10,^GDAXI,18407.220703125,0.937867258067393,,
,,,,,,,Germany,2024-07-11,^GDAXI,18534.560546875,0.6917928882570701,,
,,,,,,,Germany,2024-07-12,^GDAXI,18748.1796875,1.1525449448059222,,
,,,,,,,Germany,2024-07-15,^GDAXI,18590.890625,-0.8389564486885548,,
,,,,,,,Germany,2024-07-16,^GDAXI,18518.029296875,-0.3919195136731113,,
,,,,,,,Germany,2024-07-17,^GDAXI,18437.30078125,-0.43594550116962116,,
,,,,,,,Germany,2024-07-18,^GDAXI,18354.759765625,-0.4476849220192869,,
,,,,,,,Germany,2024-07-19,^GDAXI,18171.9296875,-0.9960908258107914,,
,,,,,,,Germany,2024-07-22,^GDAXI,18407.0703125,1.2939771892346075,,
,,,,,,,Germany,2024-07-23,^GDAXI,18557.69921875,0.8183209152393456,,
,,,,,,,Germany,2024-07-24,^GDAXI,18387.4609375,-0.9173458371283361,,
,,,,,,,Germany,2024-07-25,^GDAXI,18298.720703125,-0.48261276897682004,,
,,,,,,,Germany,2024-07-26,^GDAXI,18417.55078125,0.6493900860769175,,
,,,,,,,Germany,2024-07-29,^GDAXI,18320.669921875,-0.526024662701785,,
,,,,,,,Germany,2024-07-30,^GDAXI,18411.1796875,0.4940308733848875,,
,,,,,,,Germany,2024-07-31,^GDAXI,18508.650390625,0.5294104168195979,,
,,,,,,,Germany,2024-08-01,^GDAXI,18083.05078125,-2.2994632260738723,,
,,,,,,,Germany,2024-08-02,^GDAXI,17661.220703125,-2.3327373418781105,,
,,,,,,,Germany,2024-08-05,^GDAXI,17339.0,-1.8244531821517085,,
,,,,,,,Germany,2024-08-06,^GDAXI,17354.3203125,0.0883575321529495,,
,,,,,,,Germany,2024-08-07,^GDAXI,17615.150390625,1.5029691363776854,,
,,,,,,,Germany,2024-08-08,^GDAXI,17680.400390625,0.370419772485886,,
,,,,,,,Germany,2024-08-09,^GDAXI,17722.880859375,0.24026870326152583,,
,,,,,,,Germany,2024-08-12,^GDAXI,17726.470703125,0.02025541884800308,,
,,,,,,,Germany,2024-08-13,^GDAXI,17812.05078125,0.48278125724097176,,
,,,,,,,Germany,2024-08-14,^GDAXI,17885.599609375,0.4129161152090388,,
,,,,,,,Germany,2024-08-15,^GDAXI,18183.240234375,1.6641355699586802,,
,,,,,,,Germany,2024-08-16,^GDAXI,18322.400390625,0.7653210014072265,,
,,,,,,,Germany,2024-08-19,^GDAXI,18421.689453125,0.5418998623717641,,
,,,,,,,Germany,2024-08-20,^GDAXI,18357.51953125,-0.3483389622775057,,
,,,,,,,Germany,2024-08-21,^GDAXI,18448.94921875,0.4980503348742671,,
,,,,,,,Germany,2024-08-22,^GDAXI,18493.390625,0.2408885499280089,,
,,,,,,,Germany,2024-08-23,^GDAXI,18633.099609375,0.7554535953300912,,
,,,,,,,Germany,2024-08-26,^GDAXI,18617.01953125,-0.0862984606002426,,
,,,,,,,Germany,2024-08-27,^GDAXI,18681.810546875,0.34802034512690927,,
,,,,,,,Germany,2024-08-28,^GDAXI,18782.2890625,0.5378414226655748,,
,,,,,,,Germany,2024-08-29,^GDAXI,18912.5703125,0.6936388294657592,,
,,,,,,,Germany,2024-08-30,^GDAXI,18906.919921875,-0.029876376037929475,,
,,,,,,,Germany,2024-09-02,^GDAXI,18930.849609375,0.12656576321727897,,
,,,,,,,Germany,2024-09-03,^GDAXI,18747.109375,-0.97058630841379,,
,,,,,,,Germany,2024-09-04,^GDAXI,18591.849609375,-0.8281797610464992,,
,,,,,,,Germany,2024-09-05,^GDAXI,18576.5,-0.08256095922408724,,
,,,,,,,Germany,2024-09-06,^GDAXI,18301.900390625,-1.4782096163163172,,
,,,,,,,Germany,2024-09-09,^GDAXI,18443.560546875,0.7740188353476452,,
,,,,,,,Germany,2024-09-10,^GDAXI,18265.919921875,-0.9631579788973998,,
,,,,,,,Germany,2024-09-11,^GDAXI,18330.26953125,0.352293285255989,,
,,,,,,,Germany,2024-09-12,^GDAXI,18518.390625,1.0262865662137965,,
,,,,,,,Germany,2024-09-13,^GDAXI,18699.400390625,0.977459484954557,,
,,,,,,,Germany,2024-09-16,^GDAXI,18633.109375,-0.3545087769671773,,
,,,,,,,Germany,2024-09-17,^GDAXI,18726.080078125,0.49895431435473814,,
,,,,,,,Germany,2024-09-18,^GDAXI,18711.490234375,-0.0779118944762125,,
,,,,,,,Germany,2024-09-19,^GDAXI,19002.380859375,1.5546096080877758,,
,,,,,,,Germany,2024-09-20,^GDAXI,18720.009765625,-1.4859774458772068,,
,,,,,,,Germany,2024-09-23,^GDAXI,18846.7890625,0.6772394804398063,,
,,,,,,,Germany,2024-09-24,^GDAXI,18996.630859375,0.7950521246780751,,
,,,,,,,Germany,2024-09-25,^GDAXI,18918.5,-0.4112879802390945,,
,,,,,,,Germany,2024-09-26,^GDAXI,19238.359375,1.6907227052884721,,
,,,,,,,Germany,2024-09-27,^GDAXI,19473.630859375,1.2229290439429663,,
,,,,,,,Germany,2024-09-30,^GDAXI,19324.9296875,-0.7636027043380622,,
,,,,,,,Germany,2024-10-01,^GDAXI,19213.140625,-0.5784707334397621,,
,,,,,,,Germany,2024-10-02,^GDAXI,19164.75,-0.2518621288652545,,
,,,,,,,Germany,2024-10-03,^GDAXI,19015.41015625,-0.7792423264065484,,
,,,,,,,Germany,2024-10-04,^GDAXI,19120.9296875,0.5549158833963785,,
,,,,,,,Germany,2024-10-07,^GDAXI,19104.099609375,-0.08801914132868793,,
,,,,,,,Germany,2024-10-08,^GDAXI,19066.470703125,-0.19696770336945502,,
,,,,,,,Germany,2024-10-09,^GDAXI,19254.9296875,0.9884314056303634,,
,,,,,,,Germany,2024-10-10,^GDAXI,19210.900390625,-0.2286650618287256,,
,,,,,,,Germany,2024-10-11,^GDAXI,19373.830078125,0.8481106256712057,,
,,,,,,,Germany,2024-10-14,^GDAXI,19508.2890625,0.6940237621203105,,
,,,,,,,Germany,2024-10-15,^GDAXI,19486.189453125,-0.11328317570135082,,
,,,,,,,Germany,2024-10-16,^GDAXI,19432.810546875,-0.2739319884906499,,
,,,,,,,Germany,2024-10-17,^GDAXI,19583.390625,0.7748754497542976,,
,,,,,,,Germany,2024-10-18,^GDAXI,19657.369140625,0.37776152782531547,,
,,,,,,,Germany,2024-10-21,^GDAXI,19461.189453125,-0.9979956427361603,,
,,,,,,,Germany,2024-10-22,^GDAXI,19421.91015625,-0.2018339987368667,,
,,,,,,,Germany,2024-10-23,^GDAXI,19377.619140625,-0.22804665076028297,,
,,,,,,,Germany,2024-10-24,^GDAXI,19443.0,0.3374039860135847,,
,,,,,,,Germany,2024-10-25,^GDAXI,19463.58984375,0.10589849174509336,,
,,,,,,,Germany,2024-10-28,^GDAXI,19531.619140625,0.34952080998997825,,
,,,,,,,Germany,2024-10-29,^GDAXI,19478.0703125,-0.27416481828493877,,
,,,,,,,Germany,2024-10-30,^GDAXI,19257.33984375,-1.1332255465180574,,
,,,,,,,Germany,2024-10-31,^GDAXI,19077.5390625,-0.9336740313504621,,
,,,,,,,Germany,2024-11-01,^GDAXI,19254.970703125,0.9300551818749447,,
,,,,,,,Germany,2024-11-04,^GDAXI,19147.849609375,-0.5563295597879825,,
,,,,,,,Germany,2024-11-05,^GDAXI,19256.26953125,0.566225054441194,,
,,,,,,,Germany,2024-11-06,^GDAXI,19039.310546875,-1.12669270661645,,
,,,,,,,Germany,2024-11-07,^GDAXI,19362.51953125,1.6975876494017772,,
,,,,,,,Germany,2024-11-08,^GDAXI,19215.48046875,-0.7594004605789406,,
,,,,,,,Germany,2024-11-11,^GDAXI,19448.599609375,1.2131840315110498,,
,,,,,,,Germany,2024-11-12,^GDAXI,19033.640625,-2.1336188348233254,,
,,,,,,,Germany,2024-11-13,^GDAXI,19003.109375,-0.1604067797723263,,
,,,,,,,Germany,2024-11-14,^GDAXI,19263.69921875,1.3713010781952528,,
,,,,,,,Germany,2024-11-15,^GDAXI,19210.810546875,-0.27455096383316446,,
,,,,,,,Germany,2024-11-18,^GDAXI,19189.189453125,-0.11254649405471051,,
,,,,,,,Germany,2024-11-19,^GDAXI,19060.310546875,-0.6716224599523812,,
,,,,,,,Germany,2024-11-20,^GDAXI,19004.779296875,-0.291344938286453,,
,,,,,,,Germany,2024-11-21,^GDAXI,19146.169921875,0.7439740435357223,,
,,,,,,,Germany,2024-11-22,^GDAXI,19322.58984375,0.9214371469326466,,
,,,,,,,Germany,2024-11-25,^GDAXI,19405.19921875,0.4275274467243406,,
,,,,,,,Germany,2024-11-26,^GDAXI,19295.98046875,-0.5628324077934121,,
,,,,,,,Germany,2024-11-27,^GDAXI,19261.75,-0.1773968874265619,,
,,,,,,,Germany,2024-11-28,^GDAXI,19425.73046875,0.8513269497838927,,
,,,,,,,Germany,2024-11-29,^GDAXI,19626.44921875,1.0332623029177368,,
,,,,,,,Germany,2024-12-02,^GDAXI,19933.619140625,1.565081479850905,,
,,,,,,,Germany,2024-12-03,^GDAXI,20016.75,0.4170384654614834,,
,,,,,,,Germany,2024-12-04,^GDAXI,20232.140625,1.0760519315073713,,
,,,,,,,Germany,2024-12-05,^GDAXI,20358.80078125,0.6260343806304469,,
,,,,,,,Germany,2024-12-06,^GDAXI,20384.609375,0.1267687327328737,,
,,,,,,,Germany,2024-12-09,^GDAXI,20345.9609375,-0.18959616438566362,,
,,,,,,,Germany,2024-12-10,^GDAXI,20329.16015625,-0.08257551118676654,,
,,,,,,,Germany,2024-12-11,^GDAXI,20399.16015625,0.3443329653659122,,
,,,,,,,Germany,2024-12-12,^GDAXI,20426.26953125,0.132894564248498,,
,,,,,,,Germany,2024-12-13,^GDAXI,20405.919921875,-0.09962469820476993,,
,,,,,,,Germany,2024-12-16,^GDAXI,20313.810546875,-0.45138555552822757,,
,,,,,,,Germany,2024-12-17,^GDAXI,20246.369140625,-0.33199781052587474,,
,,,,,,,Germany,2024-12-18,^GDAXI,20242.5703125,-0.01876300930114816,,
,,,,,,,Germany,2024-12-19,^GDAXI,19969.859375,-1.3472149696898805,,
,,,,,,,Germany,2024-12-20,^GDAXI,19884.75,-0.426189155375567,,
,,,,,,,Germany,2024-12-23,^GDAXI,19848.76953125,-0.1809450395403478,,
,,,,,,,Germany,2024-12-27,^GDAXI,19984.3203125,0.682917805240213,,
,,,,,,,Germany,2024-12-30,^GDAXI,19909.140625,-0.3761933672218776,,
,,,,,,,Germany,2025-01-02,^GDAXI,20024.66015625,0.5802336395421381,,
,,,,,,,Germany,2025-01-03,^GDAXI,19906.080078125,-0.5921702400926376,,
,,,,,,,Germany,2025-01-06,^GDAXI,20216.189453125,1.557862591644965,,
,,,,,,,Germany,2025-01-07,^GDAXI,20340.5703125,0.6152537285199156,,
,,,,,,,Germany,2025-01-08,^GDAXI,20329.939453125,-0.05226431320102254,,
,,,,,,,Germany,2025-01-09,^GDAXI,20317.099609375,-0.06315731426355109,,
,,,,,,,Germany,2025-01-10,^GDAXI,20214.7890625,-0.503568663057552,,
,,,,,,,Germany,2025-01-13,^GDAXI,20132.849609375,-0.4053440917521356,,
,,,,,,,Germany,2025-01-14,^GDAXI,20271.330078125,0.6878334236675387,,
,,,,,,,Germany,2025-01-15,^GDAXI,20574.6796875,1.496446499592774,,
,,,,,,,Germany,2025-01-16,^GDAXI,20655.390625,0.3922828385466204,,
,,,,,,,Germany,2025-01-17,^GDAXI,20903.390625,1.200655095333003,,
,,,,,,,Germany,2025-01-20,^GDAXI,20990.310546875,0.4158173352558636,,
,,,,,,,Germany,2025-01-21,^GDAXI,21042.0,0.24625387513714792,,
,,,,,,,Germany,2025-01-22,^GDAXI,21254.26953125,1.0087897122421863,,
,,,,,,,Germany,2025-01-23,^GDAXI,21411.529296875,0.7398972963704065,,
,,,,,,,Germany,2025-01-24,^GDAXI,21394.9296875,-0.07752650053549637,,
,,,,,,,Germany,2025-01-27,^GDAXI,21282.1796875,-0.5269940198301959,,
,,,,,,,Germany,2025-01-28,^GDAXI,21430.580078125,0.6972988331273244,,
,,,,,,,Germany,2025-01-29,^GDAXI,21637.529296875,0.9656725016101708,,
,,,,,,,Germany,2025-01-30,^GDAXI,21727.19921875,0.4144184885653823,,
,,,,,,,Germany,2025-01-31,^GDAXI,21732.05078125,0.022329442700619317,,
,,,,,,,Germany,2025-02-03,^GDAXI,21428.240234375,-1.3979837887049373,,
,,,,,,,Germany,2025-02-04,^GDAXI,21505.69921875,0.36148084736673525,,
,,,,,,,Germany,2025-02-05,^GDAXI,21585.9296875,0.3730660785958184,,
,,,,,,,Germany,2025-02-06,^GDAXI,21902.419921875,1.4661876461048218,,
,,,,,,,Germany,2025-02-07,^GDAXI,21787.0,-0.5269733768537788,,
,,,,,,,Germany,2025-02-10,^GDAXI,21911.740234375,0.5725443354982263,,
,,,,,,,Germany,2025-02-11,^GDAXI,22037.830078125,0.5754442248826486,,
,,,,,,,Germany,2025-02-12,^GDAXI,22148.029296875,0.5000456867093606,,
,,,,,,,Germany,2025-02-13,^GDAXI,22612.01953125,2.0949504272168795,,
,,,,,,,Germany,2025-02-14,^GDAXI,22513.419921875,-0.4360495498366923,,
,,,,,,,Germany,2025-02-17,^GDAXI,22798.08984375,1.2644454856829856,,
,,,,,,,Germany,2025-02-18,^GDAXI,22844.5,0.20357037176395032,,
,,,,,,,Germany,2025-02-19,^GDAXI,22433.630859375,-1.7985473117161699,,
,,,,,,,Germany,2025-02-20,^GDAXI,22314.650390625,-0.5303665264701385,,
,,,,,,,Germany,2025-02-21,^GDAXI,22287.560546875,-0.12139936443450461,,
,,,,,,,Germany,2025-02-24,^GDAXI,22425.9296875,0.6208357363022499,,
,,,,,,,Germany,2025-02-25,^GDAXI,22410.26953125,-0.06983057767602219,,
,,,,,,,Germany,2025-02-26,^GDAXI,22794.109375,1.7127854853095537,,
,,,,,,,Germany,2025-02-27,^GDAXI,22550.890625,-1.0670245807750445,,
,,,,,,,Germany,2025-02-28,^GDAXI,22551.4296875,0.0023904266530427876,,
,,,,,,,Germany,2025-03-03,^GDAXI,23147.01953125,2.6410292030404126,,
,,,,,,,Germany,2025-03-04,^GDAXI,22326.810546875,-3.543475579081201,,
,,,,,,,Germany,2025-03-05,^GDAXI,23081.029296875,3.3780855013595623,,
,,,,,,,Germany,2025-03-06,^GDAXI,23419.48046875,1.4663608261214822,,
,,,,,,,Germany,2025-03-07,^GDAXI,23008.939453125,-1.752989423368334,,
,,,,,,,Germany,2025-03-10,^GDAXI,22620.94921875,-1.6862586611844255,,
,,,,,,,Germany,2025-03-11,^GDAXI,22328.76953125,-1.2916331877789622,,
,,,,,,,Germany,2025-03-12,^GDAXI,22676.41015625,1.5569179686030665,,
,,,,,,,Germany,2025-03-13,^GDAXI,22567.140625,-0.4818643272770595,,
,,,,,,,Germany,2025-03-14,^GDAXI,22986.8203125,1.8596936779623485,,
,,,,,,,Germany,2025-03-17,^GDAXI,23154.5703125,0.7297660038207976,,
,,,,,,,Germany,2025-03-18,^GDAXI,23380.69921875,0.9766059278928818,,
,,,,,,,Germany,2025-03-19,^GDAXI,23288.060546875,-0.3962185690353892,,
,,,,,,,Germany,2025-03-20,^GDAXI,22999.150390625,-1.2405934606210423,,
,,,,,,,Germany,2025-03-21,^GDAXI,22891.6796875,-0.46728118778164296,,
,,,,,,,Germany,2025-03-24,^GDAXI,22852.66015625,-0.1704528972214625,,
,,,,,,,Germany,2025-03-25,^GDAXI,23109.7890625,1.1251596290844823,,
,,,,,,,Germany,2025-03-26,^GDAXI,22839.029296875,-1.1716236997782015,,
,,,,,,,Germany,2025-03-27,^GDAXI,22678.740234375,-0.7018208191621023,,
,,,,,,,Germany,2025-03-28,^GDAXI,22461.51953125,-0.9578164434184466,,
,,,,,,,Germany,2025-03-31,^GDAXI,22163.490234375,-1.3268438783064607,,
,,,,,,,Germany,2025-04-01,^GDAXI,22539.98046875,1.6986956043190116,,
,,,,,,,Germany,2025-04-02,^GDAXI,22390.83984375,-0.6616714917156763,,
,,,,,,,Germany,2025-04-03,^GDAXI,21717.390625,-3.007699681876741,,
,,,,,,,Germany,2025-04-04,^GDAXI,20641.720703125,-4.953034830237579,,
,,,,,,,Germany,2025-04-07,^GDAXI,19789.619140625,-4.128054897918454,,
,,,,,,,Germany,2025-04-08,^GDAXI,20280.259765625,2.4792828073825435,,
,,,,,,,Germany,2025-04-09,^GDAXI,19670.880859375,-3.0047884656926094,,
,,,,,,,Germany,2025-04-10,^GDAXI,20562.73046875,4.533857002900565,,
,,,,,,,Germany,2025-04-11,^GDAXI,20374.099609375,-0.9173434416293591,,
,,,,,,,Germany,2025-04-14,^GDAXI,20954.830078125,2.850336848666335,,
,,,,,,,Germany,2025-04-15,^GDAXI,21253.69921875,1.4262541834543008,,
,,,,,,,Germany,2025-04-16,^GDAXI,21311.01953125,0.269695698193706,,
,,,,,,,Germany,2025-04-17,^GDAXI,21205.859375,-0.4934543656899937,,
,,,,,,,Germany,2025-04-22,^GDAXI,21293.529296875,0.4134231031370339,,
,,,,,,,Germany,2025-04-23,^GDAXI,21961.970703125,3.1391762113765598,,
,,,,,,,Germany,2025-04-24,^GDAXI,22064.509765625,0.4668937222715108,,
,,,,,,,Germany,2025-04-25,^GDAXI,22242.44921875,0.8064509704277079,,
,,,,,,,Germany,2025-04-28,^GDAXI,22271.669921875,0.13137358587456127,,
,,,,,,,Germany,2025-04-29,^GDAXI,22425.830078125,0.692180500118611,,
,,,,,,,Germany,2025-04-30,^GDAXI,22496.98046875,0.3172698195657908,,
,,,,,,,Germany,2025-05-02,^GDAXI,23086.650390625,2.621106964528397,,
,,,,,,,Germany,2025-05-05,^GDAXI,23344.5390625,1.1170467240224857,,
,,,,,,,Germany,2025-05-06,^GDAXI,23249.650390625,-0.40647053094925445,,
