Country,Date,Stock_Index,Index_Value,Daily_Change_Percent,Market_Cap_Trillion_USD,Bond_Yield_10Y_Percent,"('Country', '')","('Date', '')","('Stock_Index', '')","('Index_Value', '')","('Daily_Change_Percent', '')","('Market_Cap_Trillion_USD', '')","('Bond_Yield_10Y_Percent', '')"
,,,,,,,United States,2025-05-12,^GSPC,5844.18994140625,3.2558782749008364,,
,,,,,,,United States,2025-05-13,^GSPC,5886.5498046875,0.7248200983532183,,
,,,,,,,United States,2025-05-14,^GSPC,5892.580078125,0.1024415597859818,,
,,,,,,,United States,2025-05-15,^GSPC,5916.93017578125,0.41323320741357694,,
,,,,,,,United States,2025-05-16,^GSPC,5958.3798828125,0.7005272294898557,,
,,,,,,,United States,2025-05-19,^GSPC,5963.60009765625,0.08761131291423752,,
,,,,,,,United States,2025-05-20,^GSPC,5940.4599609375,-0.38802294486252054,,
,,,,,,,United States,2025-05-21,^GSPC,5844.60986328125,-1.613513066101424,,
,,,,,,,United States,2025-05-22,^GSPC,5842.009765625,-0.04448710379429954,,
,,,,,,,United States,2025-05-23,^GSPC,5802.81982421875,-0.6708297825321674,,
,,,,,,,United States,2025-05-27,^GSPC,5921.5400390625,2.04590558452733,,
,,,,,,,United States,2025-05-28,^GSPC,5888.5498046875,-0.5571225417268844,,
,,,,,,,United States,2025-05-29,^GSPC,5912.169921875,0.4011194261904327,,
,,,,,,,United States,2025-05-30,^GSPC,5911.68994140625,-0.008118516130162234,,
,,,,,,,United States,2025-06-02,^GSPC,5935.93994140625,0.41020419271569075,,
,,,,,,,United States,2025-06-03,^GSPC,5970.3701171875,0.5800290454605506,,
,,,,,,,United States,2025-06-04,^GSPC,5970.81005859375,0.00736874595066439,,
,,,,,,,United States,2025-06-05,^GSPC,5939.2998046875,-0.5277383403094138,,
,,,,,,,United States,2025-06-06,^GSPC,6000.35986328125,1.0280683010067904,,
,,,,,,,United States,2025-06-09,^GSPC,6005.8798828125,0.09199480792858594,,
,,,,,,,United States,2025-06-10,^GSPC,6038.81005859375,0.548298940767844,,
,,,,,,,United States,2025-06-11,^GSPC,6022.240234375,-0.2743888954607865,,
,,,,,,,United States,2025-06-12,^GSPC,6045.259765625,0.38224199557175265,,
,,,,,,,United States,2025-06-13,^GSPC,5976.97021484375,-1.1296379879250695,,
,,,,,,,United States,2025-06-16,^GSPC,6033.10986328125,0.9392659896159117,,
,,,,,,,United States,2025-06-17,^GSPC,5982.72021484375,-0.8352184790166306,,
,,,,,,,United States,2025-06-18,^GSPC,5980.8701171875,-0.03092402101070313,,
,,,,,,,United States,2025-06-20,^GSPC,5967.83984375,-0.2178658486505891,,
,,,,,,,United States,2025-06-23,^GSPC,6025.169921875,0.9606504133156335,,
,,,,,,,United States,2025-06-24,^GSPC,6092.18017578125,1.112172017970181,,
,,,,,,,United States,2025-06-25,^GSPC,6092.16015625,-0.00032861029504172024,,
,,,,,,,United States,2025-06-26,^GSPC,6141.02001953125,0.8020121275230219,,
,,,,,,,United States,2025-06-27,^GSPC,6173.06982421875,0.5218970885222163,,
,,,,,,,United States,2025-06-30,^GSPC,6204.9501953125,0.5164427424532603,,
,,,,,,,United States,2025-07-01,^GSPC,6198.009765625,-0.1118531087121899,,
,,,,,,,United States,2025-07-02,^GSPC,6227.419921875,0.47450967910880326,,
,,,,,,,United States,2025-07-03,^GSPC,6279.35009765625,0.8338955206607324,,
,,,,,,,United States,2025-07-07,^GSPC,6229.97998046875,-0.7862297279128794,,
,,,,,,,United States,2025-07-08,^GSPC,6225.52001953125,-0.07158868810946961,,
,,,,,,,United States,2025-07-09,^GSPC,6263.259765625,0.6062103402663555,,
,,,,,,,United States,2025-07-10,^GSPC,6280.4599609375,0.27462050044453346,,
,,,,,,,United States,2025-07-11,^GSPC,6259.75,-0.32975229626984737,,
,,,,,,,United States,2025-07-14,^GSPC,6268.56005859375,0.1407413809457303,,
,,,,,,,United States,2025-07-15,^GSPC,6243.759765625,-0.3956298214731202,,
,,,,,,,United States,2025-07-16,^GSPC,6263.7001953125,0.3193657417327689,,
,,,,,,,United States,2025-07-17,^GSPC,6297.35986328125,0.537376740890938,,
,,,,,,,United States,2025-07-18,^GSPC,6296.7900390625,-0.009048620868445933,,
,,,,,,,United States,2025-07-21,^GSPC,6305.60009765625,0.1399134882868358,,
,,,,,,,United States,2025-07-22,^GSPC,6309.6201171875,0.06375316336257875,,
,,,,,,,United States,2025-07-23,^GSPC,6358.91015625,0.7811886951519131,,
,,,,,,,United States,2025-07-24,^GSPC,6363.35009765625,0.06982236416543941,,
,,,,,,,United States,2025-07-25,^GSPC,6388.64013671875,0.397432777929585,,
,,,,,,,United States,2025-07-28,^GSPC,6389.77001953125,0.017685810881817865,,
,,,,,,,United States,2025-07-29,^GSPC,6370.85986328125,-0.2959442388724254,,
,,,,,,,United States,2025-07-30,^GSPC,6362.89990234375,-0.12494327466496813,,
,,,,,,,United States,2025-07-31,^GSPC,6339.39013671875,-0.36948193411530106,,
,,,,,,,United States,2025-08-01,^GSPC,6238.009765625,-1.5992133140148468,,
,,,,,,,United States,2025-08-04,^GSPC,6329.93994140625,1.473710033091602,,
,,,,,,,United States,2025-08-05,^GSPC,6299.18994140625,-0.48578659963033344,,
,,,,,,,United States,2025-08-06,^GSPC,6345.06005859375,0.7281907295092482,,
,,,,,,,United States,2025-08-07,^GSPC,6340.0,-0.07974800154801898,,
,,,,,,,United States,2025-08-08,^GSPC,6389.4501953125,0.7799715348974834,,
,,,,,,,United States,2025-08-11,^GSPC,6373.4501953125,-0.25041278217863283,,
,,,,,,,United States,2025-08-12,^GSPC,6445.759765625,1.134543584661274,,
,,,,,,,United States,2025-08-13,^GSPC,6466.580078125,0.32300788824048965,,
,,,,,,,United States,2025-08-14,^GSPC,6468.5400390625,0.030309080129242716,,
,,,,,,,United States,2025-08-15,^GSPC,6449.7998046875,-0.2897135097229109,,
,,,,,,,United States,2025-08-18,^GSPC,6449.14990234375,-0.010076318078544588,,
,,,,,,,United States,2025-08-19,^GSPC,6411.3701171875,-0.5858103118756786,,
,,,,,,,United States,2025-08-20,^GSPC,6395.77978515625,-0.24316693228262354,,
,,,,,,,United States,2025-08-21,^GSPC,6370.169921875,-0.40041815293089256,,
,,,,,,,United States,2025-08-22,^GSPC,6466.91015625,1.5186444876893468,,
,,,,,,,United States,2025-08-25,^GSPC,6439.31982421875,-0.4266385548063467,,
,,,,,,,United States,2025-08-26,^GSPC,6465.93994140625,0.4133995191134998,,
,,,,,,,United States,2025-08-27,^GSPC,6481.39990234375,0.23909843081744153,,
,,,,,,,United States,2025-08-28,^GSPC,6501.85986328125,0.31567194195349924,,
,,,,,,,United States,2025-08-29,^GSPC,6460.259765625,-0.639818429357164,,
,,,,,,,United States,2025-09-02,^GSPC,6415.5400390625,-0.6922279936861564,,
,,,,,,,United States,2025-09-03,^GSPC,6448.259765625,0.5100073627984258,,
,,,,,,,United States,2025-09-04,^GSPC,6502.080078125,0.8346486409699372,,
,,,,,,,United States,2025-09-05,^GSPC,6481.5,-0.3165152978388819,,
,,,,,,,United States,2025-09-08,^GSPC,6495.14990234375,0.21059789159529885,,
,,,,,,,United States,2025-09-09,^GSPC,6512.60986328125,0.26881536531127015,,
,,,,,,,United States,2025-09-10,^GSPC,6532.0400390625,0.2983469943562689,,
,,,,,,,United States,2025-09-11,^GSPC,6587.47021484375,0.8485890387959882,,
,,,,,,,United States,2025-09-12,^GSPC,6584.2900390625,-0.048276131466740146,,
,,,,,,,United States,2025-09-15,^GSPC,6615.27978515625,0.4706619226962694,,
,,,,,,,United States,2025-09-16,^GSPC,6606.759765625,-0.12879303382402618,,
,,,,,,,United States,2025-09-17,^GSPC,6595.47021484375,-0.17087878448357463,,
,,,,,,,China,2020-01-02,000001.SS,3085.197998046875,,,
,,,,,,,China,2020-01-03,000001.SS,3083.785888671875,-0.04577046192477674,,
,,,,,,,China,2020-01-06,000001.SS,3083.407958984375,-0.01225538027423978,,
,,,,,,,China,2020-01-07,000001.SS,3104.802001953125,0.6938440599925322,,
,,,,,,,China,2020-01-08,000001.SS,3066.89306640625,-1.2209775542217471,,
,,,,,,,China,2020-01-09,000001.SS,3094.882080078125,0.9126178535031837,,
,,,,,,,China,2020-01-10,000001.SS,3092.291015625,-0.08372094270744368,,
,,,,,,,China,2020-01-13,000001.SS,3115.570068359375,0.7528092477955273,,
,,,,,,,China,2020-01-14,000001.SS,3106.820068359375,-0.28084747920972264,,
,,,,,,,China,2020-01-15,000001.SS,3090.0400390625,-0.5401030290671516,,
,,,,,,,China,2020-01-16,000001.SS,3074.0810546875,-0.5164652940821357,,
,,,,,,,China,2020-01-17,000001.SS,3075.49609375,0.04603128666182954,,
,,,,,,,China,2020-01-20,000001.SS,3095.787109375,0.6597639862471416,,
,,,,,,,China,2020-01-21,000001.SS,3052.139892578125,-1.4098907726793564,,
,,,,,,,China,2020-01-22,000001.SS,3060.7548828125,0.28226066096523894,,
,,,,,,,China,2020-01-23,000001.SS,2976.528076171875,-2.7518311614430746,,
,,,,,,,China,2020-02-03,000001.SS,2746.60595703125,-7.724506984537793,,
,,,,,,,China,2020-02-04,000001.SS,2783.2880859375,1.3355439214840725,,
,,,,,,,China,2020-02-05,000001.SS,2818.087890625,1.250312709752377,,
,,,,,,,China,2020-02-06,000001.SS,2866.510009765625,1.718261495736595,,
,,,,,,,China,2020-02-07,000001.SS,2875.9599609375,0.3296674750718154,,
,,,,,,,China,2020-02-10,000001.SS,2890.488037109375,0.505155717367467,,
,,,,,,,China,2020-02-11,000001.SS,2901.669921875,0.386851099954999,,
,,,,,,,China,2020-02-12,000001.SS,2926.89892578125,0.8694649834584789,,
,,,,,,,China,2020-02-13,000001.SS,2906.073974609375,-0.7115022315407171,,
,,,,,,,China,2020-02-14,000001.SS,2917.008056640625,0.3762492671137041,,
,,,,,,,China,2020-02-17,000001.SS,2983.6220703125,2.2836417445000423,,
,,,,,,,China,2020-02-18,000001.SS,2984.971923828125,0.04524210787473226,,
,,,,,,,China,2020-02-19,000001.SS,2975.402099609375,-0.3206001417419335,,
,,,,,,,China,2020-02-20,000001.SS,3030.154052734375,1.8401530714853065,,
,,,,,,,China,2020-02-21,000001.SS,3039.6689453125,0.31400689247265134,,
,,,,,,,China,2020-02-24,000001.SS,3031.23291015625,-0.2775313795029932,,
,,,,,,,China,2020-02-25,000001.SS,3013.050048828125,-0.5998503535377564,,
,,,,,,,China,2020-02-26,000001.SS,2987.928955078125,-0.8337429960637577,,
,,,,,,,China,2020-02-27,000001.SS,2991.330078125,0.11382877899739352,,
,,,,,,,China,2020-02-28,000001.SS,2880.303955078125,-3.711597187444704,,
,,,,,,,China,2020-03-02,000001.SS,2970.930908203125,3.146437130887514,,
,,,,,,,China,2020-03-03,000001.SS,2992.89697265625,0.7393663848753285,,
,,,,,,,China,2020-03-04,000001.SS,3011.666015625,0.6271195814699926,,
,,,,,,,China,2020-03-05,000001.SS,3071.677001953125,1.992617575015898,,
,,,,,,,China,2020-03-06,000001.SS,3034.510986328125,-1.2099584559629117,,
,,,,,,,China,2020-03-09,000001.SS,2943.291015625,-3.0060847073585584,,
,,,,,,,China,2020-03-10,000001.SS,2996.761962890625,1.8167060947002822,,
,,,,,,,China,2020-03-11,000001.SS,2968.51708984375,-0.9425130656567249,,
,,,,,,,China,2020-03-12,000001.SS,2923.486083984375,-1.5169528925213394,,
,,,,,,,China,2020-03-13,000001.SS,2887.427001953125,-1.233427524378894,,
,,,,,,,China,2020-03-16,000001.SS,2789.25390625,-3.4000200052406004,,
,,,,,,,China,2020-03-17,000001.SS,2779.64111328125,-0.3446367126065608,,
,,,,,,,China,2020-03-18,000001.SS,2728.756103515625,-1.830632361943929,,
,,,,,,,China,2020-03-19,000001.SS,2702.1298828125,-0.9757640365447351,,
,,,,,,,China,2020-03-20,000001.SS,2745.617919921875,1.6093984743660972,,
,,,,,,,China,2020-03-23,000001.SS,2660.169921875,-3.1121591036711416,,
,,,,,,,China,2020-03-24,000001.SS,2722.43798828125,2.3407552237249885,,
,,,,,,,China,2020-03-25,000001.SS,2781.591064453125,2.172797926950021,,
,,,,,,,China,2020-03-26,000001.SS,2764.910888671875,-0.5996631206654168,,
,,,,,,,China,2020-03-27,000001.SS,2772.202880859375,0.26373335275924337,,
,,,,,,,China,2020-03-30,000001.SS,2747.214111328125,-0.9014047890861243,,
,,,,,,,China,2020-03-31,000001.SS,2750.2958984375,0.11217862840275927,,
,,,,,,,China,2020-04-01,000001.SS,2734.52197265625,-0.5735355890328586,,
,,,,,,,China,2020-04-02,000001.SS,2780.637939453125,1.6864361397717742,,
,,,,,,,China,2020-04-03,000001.SS,2763.987060546875,-0.598815065780367,,
,,,,,,,China,2020-04-07,000001.SS,2820.762939453125,2.0541296924529107,,
,,,,,,,China,2020-04-08,000001.SS,2815.368896484375,-0.19122638394404312,,
,,,,,,,China,2020-04-09,000001.SS,2825.904052734375,0.374201628182913,,
,,,,,,,China,2020-04-10,000001.SS,2796.631103515625,-1.0358790911681903,,
,,,,,,,China,2020-04-13,000001.SS,2783.048095703125,-0.4856917952255069,,
,,,,,,,China,2020-04-14,000001.SS,2827.282958984375,1.58943941175671,,
,,,,,,,China,2020-04-15,000001.SS,2811.174072265625,-0.5697656355038716,,
,,,,,,,China,2020-04-16,000001.SS,2819.93505859375,0.31164866005839453,,
,,,,,,,China,2020-04-17,000001.SS,2838.4951171875,0.658173263146189,,
,,,,,,,China,2020-04-20,000001.SS,2852.552978515625,0.49525754837493885,,
,,,,,,,China,2020-04-21,000001.SS,2827.012939453125,-0.8953396923688461,,
,,,,,,,China,2020-04-22,000001.SS,2843.97998046875,0.6001755697272237,,
,,,,,,,China,2020-04-23,000001.SS,2838.4990234375,-0.19272136473853507,,
,,,,,,,China,2020-04-24,000001.SS,2808.529052734375,-1.0558386828976474,,
,,,,,,,China,2020-04-27,000001.SS,2815.4951171875,0.2480324868401329,,
,,,,,,,China,2020-04-28,000001.SS,2810.02392578125,-0.19432430810660817,,
,,,,,,,China,2020-04-29,000001.SS,2822.44189453125,0.44191683337884147,,
,,,,,,,China,2020-04-30,000001.SS,2860.08203125,1.3336018286747242,,
,,,,,,,China,2020-05-06,000001.SS,2878.139892578125,0.6313756434542794,,
,,,,,,,China,2020-05-07,000001.SS,2871.52294921875,-0.2299034656528698,,
,,,,,,,China,2020-05-08,000001.SS,2895.340087890625,0.8294253291047049,,
,,,,,,,China,2020-05-11,000001.SS,2894.800048828125,-0.018652007919850444,,
,,,,,,,China,2020-05-12,000001.SS,2891.555908203125,-0.11206786549258219,,
,,,,,,,China,2020-05-13,000001.SS,2898.050048828125,0.22458983437174673,,
,,,,,,,China,2020-05-14,000001.SS,2870.342041015625,-0.9560914182177194,,
,,,,,,,China,2020-05-15,000001.SS,2868.458984375,-0.06560391109202701,,
,,,,,,,China,2020-05-18,000001.SS,2875.41796875,0.2426035865566334,,
,,,,,,,China,2020-05-19,000001.SS,2898.575927734375,0.8053771394647802,,
,,,,,,,China,2020-05-20,000001.SS,2883.738037109375,-0.5119027755328687,,
,,,,,,,China,2020-05-21,000001.SS,2867.924072265625,-0.548384237411581,,
,,,,,,,China,2020-05-22,000001.SS,2813.764892578125,-1.8884453814955737,,
,,,,,,,China,2020-05-25,000001.SS,2817.969970703125,0.1494466768027225,,
,,,,,,,China,2020-05-26,000001.SS,2846.547119140625,1.014104079695688,,
,,,,,,,China,2020-05-27,000001.SS,2836.803955078125,-0.34228009074521726,,
,,,,,,,China,2020-05-28,000001.SS,2846.221923828125,0.3319922313680168,,
,,,,,,,China,2020-05-29,000001.SS,2852.35107421875,0.21534337640058965,,
,,,,,,,China,2020-06-01,000001.SS,2915.430908203125,2.211503154521477,,
,,,,,,,China,2020-06-02,000001.SS,2921.39794921875,0.20467098015719554,,
,,,,,,,China,2020-06-03,000001.SS,2923.37109375,0.06754110756386211,,
,,,,,,,China,2020-06-04,000001.SS,2919.2509765625,-0.1409371939234294,,
,,,,,,,China,2020-06-05,000001.SS,2930.799072265625,0.39558420279175444,,
,,,,,,,China,2020-06-08,000001.SS,2937.77099609375,0.23788474256392078,,
,,,,,,,China,2020-06-09,000001.SS,2956.112060546875,0.624319066309531,,
,,,,,,,China,2020-06-10,000001.SS,2943.7529296875,-0.41808735955323195,,
,,,,,,,China,2020-06-11,000001.SS,2920.89697265625,-0.7764223960764371,,
,,,,,,,China,2020-06-12,000001.SS,2919.740966796875,-0.03957708437499763,,
,,,,,,,China,2020-06-15,000001.SS,2890.030029296875,-1.0175881298331246,,
,,,,,,,China,2020-06-16,000001.SS,2931.75,1.4435826022636489,,
,,,,,,,China,2020-06-17,000001.SS,2935.8701171875,0.14053439711776416,,
,,,,,,,China,2020-06-18,000001.SS,2939.320068359375,0.11751034733034071,,
,,,,,,,China,2020-06-19,000001.SS,2967.6298828125,0.963141604001172,,
,,,,,,,China,2020-06-22,000001.SS,2965.27197265625,-0.07945432042945066,,
,,,,,,,China,2020-06-23,000001.SS,2970.6201171875,0.18035932557172174,,
,,,,,,,China,2020-06-24,000001.SS,2979.551025390625,0.3006412079233023,,
,,,,,,,China,2020-06-29,000001.SS,2961.51611328125,-0.6052895874475106,,
,,,,,,,China,2020-06-30,000001.SS,2984.674072265625,0.7819629574365772,,
,,,,,,,China,2020-07-01,000001.SS,3025.98095703125,1.383966348267629,,
,,,,,,,China,2020-07-02,000001.SS,3090.569091796875,2.134452783503016,,
,,,,,,,China,2020-07-03,000001.SS,3152.81298828125,2.0139946603874748,,
,,,,,,,China,2020-07-06,000001.SS,3332.881103515625,5.711347799684718,,
,,,,,,,China,2020-07-07,000001.SS,3345.3369140625,0.37372501928545354,,
,,,,,,,China,2020-07-08,000001.SS,3403.43994140625,1.7368363437328949,,
,,,,,,,China,2020-07-09,000001.SS,3450.593994140625,1.3854821458930022,,
,,,,,,,China,2020-07-10,000001.SS,3383.322021484375,-1.9495765879869675,,
,,,,,,,China,2020-07-13,000001.SS,3443.285888671875,1.7723369755147322,,
,,,,,,,China,2020-07-14,000001.SS,3414.618896484375,-0.8325475465691623,,
,,,,,,,China,2020-07-15,000001.SS,3361.303955078125,-1.5613731143215404,,
,,,,,,,China,2020-07-16,000001.SS,3210.09912109375,-4.498398121834257,,
,,,,,,,China,2020-07-17,000001.SS,3214.12890625,0.1255346020242909,,
,,,,,,,China,2020-07-20,000001.SS,3314.14892578125,3.111885753454291,,
,,,,,,,China,2020-07-21,000001.SS,3320.89501953125,0.2035543332866263,,
,,,,,,,China,2020-07-22,000001.SS,3333.1640625,0.3694498891591458,,
,,,,,,,China,2020-07-23,000001.SS,3325.110107421875,-0.24163092266403785,,
,,,,,,,China,2020-07-24,000001.SS,3196.76806640625,-3.859783191213928,,
,,,,,,,China,2020-07-27,000001.SS,3205.22705078125,0.26461051284554227,,
,,,,,,,China,2020-07-28,000001.SS,3227.9599609375,0.7092449238723653,,
,,,,,,,China,2020-07-29,000001.SS,3294.552001953125,2.06297605365231,,
,,,,,,,China,2020-07-30,000001.SS,3286.822021484375,-0.23462918369986374,,
,,,,,,,China,2020-07-31,000001.SS,3310.007080078125,0.7053944035363191,,
,,,,,,,China,2020-08-03,000001.SS,3367.966064453125,1.7510229728460835,,
,,,,,,,China,2020-08-04,000001.SS,3371.68994140625,0.11056753191276414,,
,,,,,,,China,2020-08-05,000001.SS,3377.56005859375,0.17410014827909936,,
,,,,,,,China,2020-08-06,000001.SS,3386.4599609375,0.2635009352714768,,
,,,,,,,China,2020-08-07,000001.SS,3354.034912109375,-0.9574909847494095,,
,,,,,,,China,2020-08-10,000001.SS,3379.251953125,0.7518419359494821,,
,,,,,,,China,2020-08-11,000001.SS,3340.2900390625,-1.1529745222598642,,
,,,,,,,China,2020-08-12,000001.SS,3319.26611328125,-0.6294041994973187,,
,,,,,,,China,2020-08-13,000001.SS,3320.72607421875,0.04398444980528993,,
,,,,,,,China,2020-08-14,000001.SS,3360.09912109375,1.1856758430236702,,
,,,,,,,China,2020-08-17,000001.SS,3438.801025390625,2.3422494831419227,,
,,,,,,,China,2020-08-18,000001.SS,3451.089111328125,0.35733634620818133,,
,,,,,,,China,2020-08-19,000001.SS,3408.12890625,-1.2448303620184453,,
,,,,,,,China,2020-08-20,000001.SS,3363.89892578125,-1.2977789774218595,,
,,,,,,,China,2020-08-21,000001.SS,3380.68310546875,0.4989501782846295,,
,,,,,,,China,2020-08-24,000001.SS,3385.637939453125,0.1465631007047108,,
,,,,,,,China,2020-08-25,000001.SS,3373.577880859375,-0.3562122946819901,,
,,,,,,,China,2020-08-26,000001.SS,3329.739013671875,-1.2994769569787623,,
,,,,,,,China,2020-08-27,000001.SS,3350.110107421875,0.6117925058497509,,
,,,,,,,China,2020-08-28,000001.SS,3403.806884765625,1.6028361940937152,,
,,,,,,,China,2020-08-31,000001.SS,3395.677978515625,-0.2388180800262929,,
,,,,,,,China,2020-09-01,000001.SS,3410.60693359375,0.43964578421689104,,
,,,,,,,China,2020-09-02,000001.SS,3404.802001953125,-0.1702023057376545,,
,,,,,,,China,2020-09-03,000001.SS,3384.98095703125,-0.5821497082798,,
,,,,,,,China,2020-09-04,000001.SS,3355.366943359375,-0.8748650006541681,,
,,,,,,,China,2020-09-07,000001.SS,3292.591064453125,-1.8709095000917886,,
,,,,,,,China,2020-09-08,000001.SS,3316.4169921875,0.7236224380124279,,
,,,,,,,China,2020-09-09,000001.SS,3254.6279296875,-1.8631270628982066,,
,,,,,,,China,2020-09-10,000001.SS,3234.822998046875,-0.6085159984025146,,
,,,,,,,China,2020-09-11,000001.SS,3260.345947265625,0.7890060517734776,,
,,,,,,,China,2020-09-14,000001.SS,3278.81396484375,0.566443496390745,,
,,,,,,,China,2020-09-15,000001.SS,3295.679931640625,0.5143923070267453,,
,,,,,,,China,2020-09-16,000001.SS,3283.924072265625,-0.3567051297104551,,
,,,,,,,China,2020-09-17,000001.SS,3270.43505859375,-0.4107589997526584,,
,,,,,,,China,2020-09-18,000001.SS,3338.090087890625,2.0686859113467904,,
,,,,,,,China,2020-09-21,000001.SS,3316.93505859375,-0.6337465059321756,,
,,,,,,,China,2020-09-22,000001.SS,3274.302001953125,-1.2853147826988098,,
